"id","first_name","middle_name","lastname","coauthor_lastnames","topics","cities","countries","orcid"
386,"s",NA,"yang","[""kennedy"",""papaioannou"",""croxford"",""ioannidis"",""cameron"",""mursleen"",""adachi"",""schott"",""canat"",""viprey"",""haesebaert"",""chapurlat"",""caillet"",""santesso"",""morin"",""pickard"",""weiler"",""whiting"",""skidmore"",""cheung"",""feldman"",""crilly"",""giangregorio"",""josse"",""katz"",""kaasalainen"",""moser"",""sheehan"",""bohm"",""sobolev"",""guy"",""sutherland"",""kuramoto"",""hellsten"",""munce"",""butt"",""young"",""tu"",""allin"",""cadarette"",""kreiger"",""darlington"",""mcisaac"",""lakhani"",""schatzker"",""williams"",""randle"",""kreder"",""stephen"",""hu"",""chan"",""hawker"",""jaakkimainen"",""brown"",""murray"",""joseph"",""schei"",""forsmo"",""langhammer"",""forsen"",""berry"",""mckee"",""schemitsch"",""beimers"",""bogoch"",""ricupero"",""ridout"",""davis"",""carroll"",""culbert"",""zarifa"",""ola"",""weller"",""wai"",""mamdani"",""gignac"",""beaton"",""dickson"",""egan"",""stolee"",""wells"",""byrne"",""huot"",""couris"",""tainturier"",""colin"",""brooks"",""bansod"",""zwarenstein"",""salbach"",""ratansi"",""radziunas"",""delmas"",""ecochard"",""barbier"",""hillier"",""chesworth"",""switzer"",""kaiser"",""siminoski"",""kendler"",""leslie"",""lagace"",""o'donnell"",""bancej"",""jean"",""walsh"",""dumbrell"",""jain"",""canavan"",""paterson"",""raman wilms"",""canoui poitrine"",""majumdar"",""meadows"",""kloseck"",""thorpe"",""laprade"",""donescu"",""jamal"",""waugh"",""akhavan"",""cancino romero"",""mendel"",""lam"",""mian"",""ambrosi"",""abbas chorfa"",""reymondier"",""mcgilton"",""cott"",""naglie"",""flannery"",""mahomed"",""rochon"",""murphy"",""sale"",""funnell"",""stewart"",""carlin"",""frankel"",""beaupre"",""mcglasson"",""pitzul"",""perrier""]","[""Hip Fractures"",""Residence Characteristics"",""Incidence"",""Cohort Studies"",""Aged"",""Ontario"",""Osteoporotic Fractures"",""Forecasting"",""Humans"",""Sex Distribution"",""Aged, 80 and over"",""Female"",""Male"",""Homes for the Aged"",""Independent Living"",""Long-Term Care"",""Shoulder Fractures"",""Radius Fractures"",""Osteoporosis"",""Database Management Systems"",""Middle Aged"",""Risk Factors"",""Canada"",""Adult"",""Fractures, Bone"",""Episode of Care"",""Hospital Records"",""Process Assessment (Health Care)"",""Primary Health Care"",""National Health Programs"",""Insurance Claim Reporting"",""Electronic Health Records"",""Databases, Factual"",""Bone Density"",""Algorithms"",""Patient Selection"",""Risk Assessment"",""Mass Screening"",""Osteoporosis, Postmenopausal"",""Absorptiometry, Photon"",""Reproducibility of Results"",""Leg"",""Prospective Studies"",""Canes"",""Health Status Indicators"",""Outcome Assessment (Health Care)"",""Disease"",""Follow-Up Studies"",""Activities of Daily Living"",""Walking"",""Interviews as Topic"",""Pain, Postoperative"",""Postoperative Complications"",""Treatment Outcome"",""Calcaneus"",""Radiography"",""Cross-Sectional Studies"",""Fractures, Spontaneous"",""Decision Support Techniques"",""Postmenopause"",""Referral and Consultation"",""Femur Neck"",""Sensitivity and Specificity"",""Practice Guidelines as Topic"",""Surveys and Questionnaires"",""Logistic Models"",""Smoking"",""Alcohol Drinking"",""Population Surveillance"",""Forearm"",""Norway"",""Calcium, Dietary"",""Observer Variation"",""Practice Patterns, Physicians'"",""Pilot Projects"",""Focus Groups"",""Information Dissemination"",""Densitometry"",""Needs Assessment"",""Clinical Competence"",""Family Practice"",""Qualitative Research"",""Attitude of Health Personnel"",""Guideline Adherence"",""Education, Medical, Continuing"",""Epidemiologic Methods"",""Age Factors"",""Calcium"",""Dietary Supplements"",""Estrogens"",""Etidronic Acid"",""Vitamin D"",""Rural Population"",""Retrospective Studies"",""Odds Ratio"",""Urban Population"",""Time Factors"",""Hospitals, Teaching"",""Prognosis"",""Length of Stay"",""Urban Health"",""Rural Health"",""Regression Analysis"",""Hospitals, Community"",""Wrist Injuries"",""Aging"",""Drug Prescriptions"",""Sex Factors"",""Registries"",""Continuity of Patient Care"",""Health Services Research"",""Delivery of Health Care, Integrated"",""Models, Organizational"",""Patient Education as Topic"",""Interprofessional Relations"",""Attitude to Health"",""Psychometrics"",""Health Education"",""Women's Health"",""Health Services Accessibility"",""Quality Assurance, Health Care"",""Professional-Patient Relations"",""Predictive Value of Tests"",""Self Disclosure"",""Bone Diseases, Metabolic"",""Cognition Disorders"",""Recurrence"",""Raloxifene Hydrochloride"",""Bone Density Conservation Agents"",""Diphosphonates"",""Hormone Replacement Therapy"",""France"",""Teaching Materials"",""Chi-Square Distribution"",""Health Personnel"",""Interdisciplinary Communication"",""Program Development"",""Telemedicine"",""Reference Values"",""Information Systems"",""Decision Making"",""Patient Care Management"",""Home Care Services"",""Geriatric Assessment"",""Femoral Neck Fractures"",""Evidence-Based Medicine"",""Age Distribution"",""United States"",""Hospitalization"",""Germany"",""Rehabilitation Centers"",""Disability Evaluation"",""Community Health Planning"",""Health Promotion"",""Drug Utilization"",""Quality Indicators, Health Care"",""Insurance, Health, Reimbursement"",""Emergency Service, Hospital"",""Case Management"",""Unnecessary Procedures"",""Premenopause"",""Thiophenes"",""Drug Therapy, Combination"",""Organometallic Compounds"",""Drug Administration Schedule"",""Administration, Oral"",""Inpatients"",""Delirium"",""Dementia"",""Quality of Health Care"",""Secondary Prevention"",""Infant"",""Child"",""Adolescent"",""Child, Preschool"",""Self Care"",""Patient Navigation"",""Patient Compliance"",""Health Behavior"",""Patient-Centered Care"",""Patient Discharge"",""Physician's Role"",""Physicians, Family"",""Bone and Bones"",""Patient Satisfaction"",""Perception"",""Health Knowledge, Attitudes, Practice""]","[{""identifier"":6167865,""name"":""Toronto""},{""identifier"":6077243,""name"":""Montréal""},{""identifier"":3573197,""name"":""Hamilton""},{""identifier"":5508030,""name"":""McGill""},{""identifier"":6141256,""name"":""Saskatoon""},{""identifier"":2643743,""name"":""London""},{""identifier"":4880889,""name"":""Waterloo""}]","[{""identifier"":6251999,""name"":""Canada""},{""identifier"":3573345,""name"":""Bermuda""},{""identifier"":6252001,""name"":""United States""},{""identifier"":2635167,""name"":""United Kingdom""}]",37890
387,"abu",NA,"rikli","[""tunio"",""goh"",""shanthi""]","[""Bone Substitutes"",""Fracture Fixation"",""Wings, Animal"",""Biomechanical Phenomena"",""Columbidae"",""Fractures, Bone"",""Animals"",""Durapatite"",""Bone Matrix"",""Bone Transplantation""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
388,"sophie",NA,"schott","[""miller"",""radziunas"",""palcu"",""dion"",""ste marie"",""goltzman"",""goldenstein"",""moyses"",""garg"",""adachi"",""knoll"",""fraser"",""hodsman"",""kim"",""lam"",""leslie"",""naylor"",""mcarthur"",""zou"",""nickolas"",""barrett connor"",""orwoll"",""hoffman"",""broughton"",""kado"",""nielson"",""leblanc"",""laughlin"",""cauley"",""cummings"",""ensrud"",""harrison"",""black"",""schousboe"",""cawthon""]","[""Renal Dialysis"",""Male"",""Adult"",""Humans"",""Bone Density Conservation Agents"",""Kidney Failure, Chronic"",""Teriparatide"",""Fractures, Bone"",""Bone Diseases, Metabolic"",""Animals"",""Osteoporosis, Postmenopausal"",""Renal Insufficiency, Chronic"",""Risk Assessment"",""Osteoporosis"",""Osteoporotic Fractures"",""Risk Factors"",""Transplant Recipients"",""Treatment Outcome"",""Kidney Transplantation"",""Shoulder Fractures"",""Female"",""Forearm Injuries"",""Databases, Factual"",""Incidence"",""Hip Fractures"",""Age Factors"",""Time Factors"",""Sex Factors"",""Middle Aged"",""Ontario"",""Kidney"",""Cell Communication"",""Chronic Kidney Disease-Mineral and Bone Disorder"",""Bone and Bones"",""Bone Density"",""Sex Hormone-Binding Globulin"",""Prevalence"",""Likelihood Functions"",""Spinal Fractures"",""Aged"",""Gonadal Steroid Hormones""]","[{""identifier"":6167865,""name"":""Toronto""}]","[{""identifier"":6251999,""name"":""Canada""}]",NA
389,"z","a","jamjoom","[""jamjoom""]","[""Accidents, Traffic"",""Ligaments, Articular"",""Humans"",""Odontoid Process"",""Joint Instability"",""Fractures, Closed"",""Atlanto-Axial Joint"",""Rupture"",""Adult"",""Male"",""Radiography""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
390,"t",NA,"jamsa","[""hannuniemi"",""jalovaara"",""koivukangas"",""kippo"",""tuukkanen"",""mackay"",""sundquist"",""marks"",""ahonen"",""rantakokko"",""aro"",""vuorio"",""kahari"",""uusitalo"",""partanen"",""heikkinen"",""pasanen"",""vaananen"",""tarkka"",""soini"",""yla herttuala"",""sipola"",""hautala"",""pulkkinen"",""korpelainen"",""vainionpaa"",""leppaluoto"",""kuhn"",""lochmuller"",""eckstein"",""hietala"",""maatta"",""pekkarinen"",""nieminen"",""nicholson"",""cheng"",""timonen"",""moilanen"",""sakai"",""salo"",""kishimoto"",""itoi"",""komatsu"",""nagatomi"",""sato"",""uchimaru"",""ahola"",""guo"",""niu"",""tolli"",""kujala"",""salmi"",""link"",""koivumaki"",""thevenot"",""jokinen"",""keinanen kiukaanniemi"",""gluer"",""kilappa"",""xu"",""alen"",""terho"",""saarakkala"",""kiviranta"",""ojala"",""selanne"",""heinonen"",""hakkinen"",""lammentausta"",""kautiainen"",""multanen"",""hirvasniemi""]","[""Follow-Up Studies"",""Bony Callus"",""Tomography, X-Ray"",""Animals"",""Rats"",""Female"",""Tibial Fractures"",""Rats, Sprague-Dawley"",""Tensile Strength"",""Leg Bones"",""Body Weight"",""Fractures, Bone"",""Mutation"",""Bone Density"",""Bone Resorption"",""Rats, Mutant Strains"",""Osteopetrosis"",""Stress, Mechanical"",""Tibia"",""Diaphyses"",""Tomography, X-Ray Computed"",""Femur"",""Histocytochemistry"",""Phenotype"",""Mice, Inbred C57BL"",""Fracture Healing"",""Models, Animal"",""Mice"",""Femoral Fractures"",""RNA, Messenger"",""Blotting, Northern"",""Biomechanical Phenomena"",""Immunohistochemistry"",""Gene Transfer Techniques"",""Hip Fractures"",""Pelvic Bones"",""Middle Aged"",""Body Constitution"",""Humans"",""Aged"",""Risk Factors"",""Aged, 80 and over"",""Radiography"",""Osteoporosis, Postmenopausal"",""Calcium"",""Bone and Bones"",""Case-Control Studies"",""Vitamin D"",""Life Style"",""Body Mass Index"",""Clodronic Acid"",""Antimetabolites"",""Osteogenesis"",""Adenoviridae"",""Genetic Vectors"",""Neovascularization, Physiologic"",""Male"",""Vascular Endothelial Growth Factor A"",""Genetic Therapy"",""Absorptiometry, Photon"",""Regression Analysis"",""ROC Curve"",""Femur Neck"",""Adult"",""Lumbar Vertebrae"",""Osteoporosis"",""Premenopause"",""Forearm"",""Exercise"",""Calcaneus"",""Sex Factors"",""Cadaver"",""Femoral Neck Fractures"",""Rabbits"",""Reindeer"",""Bone Morphogenetic Proteins"",""Implants, Experimental"",""Radius Fractures"",""Logistic Models"",""Ultrasonography"",""Anthropometry"",""Mass Screening"",""Risk Assessment"",""Osteoporotic Fractures"",""Diagnosis, Differential"",""Epidemiologic Methods"",""Japan"",""Women's Health"",""Workplace"",""Surveys and Questionnaires"",""Acceleration"",""Recombinant Proteins"",""Drug Carriers"",""Tissue Extracts"",""Disease Models, Animal"",""Bone Regeneration"",""Bone Morphogenetic Protein 2"",""Collagen"",""Finite Element Analysis"",""Models, Biological"",""Radius"",""Prognosis"",""X-Rays"",""Hip"",""Accidental Falls"",""Weight-Bearing"",""Models, Anatomic"",""Reproducibility of Results"",""Time Factors"",""Cross-Sectional Studies"",""Retrospective Studies"",""Hip Joint"",""Mobility Limitation"",""Motor Activity"",""Cohort Studies"",""Prospective Studies"",""Population Surveillance"",""Prevalence"",""Sensitivity and Specificity"",""Physical Conditioning, Human"",""Cartilage, Articular"",""Osteoarthritis, Knee"",""Magnetic Resonance Imaging"",""Trabecular Meshwork"",""Elastic Modulus"",""Imaging, Three-Dimensional"",""Femur Head"",""Radiographic Image Interpretation, Computer-Assisted"",""Patient Selection"",""Algorithms"",""Predictive Value of Tests"",""Fractures, Spontaneous"",""Postmenopause"",""Knee Joint"",""Cartilage""]","[{""identifier"":643492,""name"":""Oulu""}]","[{""identifier"":660013,""name"":""Finland""}]",34160
391,"aleksandra",NA,"janas","[""folwarczna"",""pytlik"",""sliwinski"",""cegiela"",""štefíkova"",""krivošíkova"",""gajdoš""]","[""Biomarkers"",""Femur"",""Streptozocin"",""Diabetes Complications"",""Diabetes Mellitus, Experimental"",""Risk Assessment"",""Rats, Wistar"",""Weight-Bearing"",""Coffea"",""Seeds"",""Niacinamide"",""Lumbar Vertebrae"",""Phytotherapy"",""Hypoglycemic Agents"",""Bone Density"",""Alkaloids"",""Plant Extracts"",""Diabetes Mellitus, Type 1"",""Animals"",""Osteoporosis"",""Female"",""Plants, Medicinal"",""Tibia"",""Humans"",""Buprenorphine"",""Narcotic Antagonists"",""Disease Models, Animal"",""Ovariectomy"",""Receptors, Opioid, kappa"",""Receptors, Opioid, mu"",""Bone Remodeling"",""Biomechanical Phenomena"",""Compressive Strength"",""Morphine"",""Naloxone"",""Elastic Modulus"",""Drug Partial Agonism"",""Analgesics, Opioid"",""Osteoporosis, Postmenopausal""]","[{""identifier"":3096472,""name"":""Katowice""}]","[{""identifier"":798544,""name"":""Poland""}]",NA
392,"c","m","jankowski","[""villalon"",""kohrt"",""schwartz"",""wolfe"",""van pelt"",""gozansky"",""campbell"",""mawhinney"",""erlandson"",""allshouse""]","[""Absorptiometry, Photon"",""Follow-Up Studies"",""Lumbar Vertebrae"",""Humans"",""Female"",""Weight Loss"",""Bone Density"",""Bone Remodeling"",""Biomarkers"",""Hip"",""Weight Gain"",""Collagen Type I"",""Middle Aged"",""Obesity"",""Exercise"",""Body Mass Index"",""Weight Reduction Programs"",""Osteoporosis, Postmenopausal"",""Peptides"",""Male"",""Osteoporosis"",""Anti-HIV Agents"",""CD4 Lymphocyte Count"",""Bone and Bones"",""HIV Infections"",""Aging"",""Frail Elderly"",""Disabled Persons"",""Insulin-Like Growth Factor I"",""Insulin-Like Growth Factor Binding Protein 3"",""Sarcopenia"",""Aged"",""Aging, Premature"",""Body Fat Distribution"",""Muscles""]","[{""identifier"":5419384,""name"":""Denver""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
393,"salima",NA,"smith","[""rottapel"",""reichenberger"",""grynpas"",""wang"",""willett"",""ng"",""la rose"",""scotter"",""dimitriou"",""simoncic"",""levaot""]","[""Osteoclasts"",""Adaptor Proteins, Signal Transducing"",""Integrins"",""Osteoblasts"",""Gene Expression Regulation"",""Cell Lineage"",""Mice"",""Mice, Transgenic"",""Animals"",""Proto-Oncogene Proteins c-abl"",""Models, Biological"",""Osteoporosis"",""Bone Resorption"",""Bone Marrow"",""Male""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
394,"s",NA,"zhang","[""wolczynski"",""bielecki""]","[""Obesity"",""Incidence"",""Middle Aged"",""Risk Assessment"",""Body Mass Index"",""Aged, 80 and over"",""Adult"",""Female"",""Osteoporosis"",""Poland"",""Aged"",""Comorbidity"",""Humans"",""Osteoporosis, Postmenopausal"",""Bone Diseases, Metabolic"",""Bone Density""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
395,"d","m","jemison","[""freeland"",""sud""]","[""Radius Fractures"",""Male"",""Radiography"",""Middle Aged"",""Wrist Joint"",""Humans"",""Wrist Injuries"",""Arthrodesis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
396,"martin",NA,"cheung","[""mosekilde"",""vestergaard"",""kissmeyer nielsen"",""laurberg"",""houborg""]","[""Quality of Life"",""Muscle, Skeletal"",""Postoperative Care"",""Colonic Pouches"",""Ileum"",""Middle Aged"",""Body Composition"",""Digestive System Surgical Procedures"",""Humans"",""Anal Canal"",""Bone Density"",""Adult"",""Osteoporosis"",""Follow-Up Studies"",""Female"",""Male"",""Anastomosis, Surgical"",""Colitis, Ulcerative""]","[{""identifier"":2624652,""name"":""Århus""},{""identifier"":2624886,""name"":""Aalborg""}]","[{""identifier"":2623032,""name"":""Denmark""}]",NA
397,"yong","wei","jia","[""chang"",""li"",""zheng"",""huang"",""yu"",""wang""]","[""Tibial Fractures"",""Bone Plates"",""Male"",""Orthopedic Procedures"",""Humans"",""Middle Aged"",""Female"",""Adult""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
398,"yi","chang","jiang","[""wang"",""dong"",""hu"",""xu"",""ren"",""xing""]","[""Rats, Sprague-Dawley"",""Random Allocation"",""Qi"",""Drugs, Chinese Herbal"",""Animals"",""Reverse Transcriptase Polymerase Chain Reaction"",""Receptors, Calcitriol"",""Ethanol"",""Hydroxycholecalciferols"",""Bone Density"",""Disease Models, Animal"",""Osteoporosis"",""Medicine, Chinese Traditional"",""Male"",""Cholecalciferol"",""RNA, Messenger"",""Rats"",""Calcium""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
399,"sheng","dan","jiang","[""yang"",""chen"",""jiang""]","[""Rats"",""Aging"",""Osteocytes"",""Bone Density"",""Osteoporosis"",""Male"",""Rats, Sprague-Dawley"",""Autophagy"",""Animals""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
400,"jianming",NA,"jiang","[""zhu"",""huang"",""zhang""]","[""Bone Cements"",""Osteoporosis"",""Fractures, Compression"",""Biomechanical Phenomena"",""Cattle"",""Disease Models, Animal"",""Lumbar Vertebrae"",""Thoracic Vertebrae"",""Vertebroplasty"",""Animals""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
401,"x",NA,"wang","[""rowe"",""brody"",""wei"",""xia"",""yu""]","[""Mice, Transgenic"",""Mice"",""Materials Testing"",""Animals"",""Bone Development"",""Apatites"",""Skull Fractures"",""Equipment Failure Analysis"",""Biomimetic Materials"",""Bone Substitutes"",""Equipment Design"",""Tissue Engineering"",""Bone Regeneration"",""Tissue Scaffolds"",""Treatment Outcome"",""Collagen""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
402,"c",NA,"jiang","[""lu"",""zhu"",""zhang"",""shen""]","[""Time Factors"",""Fracture Healing"",""Bone Nails"",""Female"",""Radiography"",""Shoulder Fractures"",""Male"",""Range of Motion, Articular"",""Injury Severity Score"",""Pain Measurement"",""Follow-Up Studies"",""Aged"",""Prospective Studies"",""Adult"",""Humans"",""Fracture Fixation, Intramedullary"",""Middle Aged"",""Recovery of Function"",""Postoperative Complications"",""Bone Plates""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
403,"julian",NA,"smith","[""hajdu"",""platzer"",""lang"",""tiefenboeck"",""bukaty""]","[""Fractures, Ununited"",""Fracture Fixation, Internal"",""Postoperative Complications"",""Spinal Fractures"",""Aged"",""Arthrodesis"",""Odontoid Process"",""Humans"",""Treatment Outcome"",""Spinal Cord Injuries"",""Sensation Disorders"",""Follow-Up Studies"",""Pseudarthrosis"",""Radiography"",""Male"",""Female"",""Risk Assessment"",""Fracture Healing"",""Trauma Centers"",""Braces"",""Immobilization"",""Tomography, X-Ray Computed"",""Bone Screws"",""Geriatric Assessment"",""Aged, 80 and over"",""Cohort Studies"",""Survival Rate"",""Retrospective Studies"",""Anesthesia"",""Traction"",""Range of Motion, Articular"",""Injury Severity Score""]","[{""identifier"":2761369,""name"":""Vienna""}]","[{""identifier"":2782113,""name"":""Austria""}]",1242232
404,"g",NA,"jones","[""uitterlinden"",""cho"",""nicholson"",""mccloskey"",""eastell"",""rivadeneira"",""duncan"",""lee"",""han"",""sambrook"",""dennison"",""danoy"",""yerges armstrong"",""prince"",""eisman"",""reid"",""shin"",""brown"",""deng"",""hu"",""streeten"",""papasian"",""xiang"",""zhao"",""liu"",""shen"",""wang"",""tian"",""zhang"",""leo"",""estrada"",""choi"",""lin"",""pei"",""li"",""chen"",""guo"",""tan"",""zhu"",""wu"",""ran"",""hai"",""yang"",""yan"",""scott"",""lewis"",""smith"",""bauer"",""mcguigan"",""wilson"",""medina gomez"",""oei"",""tranah"",""zmuda"",""luben"",""grigoriou"",""zhou"",""holliday"",""siggeirsdottir"",""go"",""hannemann"",""williams"",""jakobsdottir"",""soranzo"",""enneman"",""mcevoy"",""peel"",""sham"",""garcia"",""polasek"",""laaksonen"",""dhonukshe rutten"",""jaworski"",""johansson"",""hicks"",""pludowski"",""mellstrom"",""hernandez"",""gonzalez macías"",""raitakari"",""sievanen"",""viikari"",""kahonen"",""van der velde"",""haring"",""volzke"",""homuth"",""nauck"",""volker"",""ljunggren"",""wark"",""hofman"",""khaw"",""richards"",""aspelund"",""boonen"",""vanderschueren"",""obermayer pietsch"",""dedoussis"",""pramstaller"",""gyllensten"",""cooper"",""lorenc"",""lips"",""kung"",""attia"",""alen"",""de groot"",""brandi"",""riancho"",""lehtimaki"",""campbell"",""harris"",""akesson"",""karlsson"",""wallaschofski"",""o'neill"",""gudnason"",""spector"",""rousseau"",""orwoll"",""cummings"",""wareham"",""kaptoge"",""reeve"",""kiel"",""swart"",""masi"",""oldmeadow"",""minster"",""hayward"",""olmos"",""lyytikainen"",""kruk"",""del greco m"",""igl"",""trummer"",""cheng"",""van schoor"",""harvey"",""srikanth"",""nielson"",""giroux"",""karasik"",""hsu"",""xiao"",""hwang"",""teumer"",""ohlsson"",""zheng"",""pye"",""moayyeri"",""clark"",""bishop"",""shaw"",""munns"",""dimitri"",""farr"",""makitie"",""arundel"",""laslett"",""oldenburg"",""wills"",""winzenberg"",""callisaya""]","[""Hip"",""Osteogenesis"",""Middle Aged"",""Femur Neck"",""Polymorphism, Single Nucleotide"",""Genome-Wide Association Study"",""Osteoclasts"",""Genetic Predisposition to Disease"",""Gene Expression"",""Osteonectin"",""Male"",""Female"",""Osteoporosis"",""Bone and Bones"",""Bone Density"",""Lumbar Vertebrae"",""Humans"",""Claudins"",""Aged"",""Fractures, Bone"",""Young Adult"",""Cohort Studies"",""Calcaneus"",""Adult"",""Aged, 80 and over"",""Ultrasonography"",""Osteoporotic Fractures"",""Child"",""Adolescent"",""Risk Assessment"",""Spinal Fractures"",""Prospective Studies"",""Patient Education as Topic"",""Absorptiometry, Photon"",""Health Knowledge, Attitudes, Practice"",""Self Efficacy"",""Tasmania"",""Follow-Up Studies"",""Risk Factors"",""Surveys and Questionnaires"",""Disabled Persons"",""Musculoskeletal Diseases"",""Behavior Therapy"",""Life Style"",""Arthritis, Rheumatoid"",""Osteoarthritis""]","[{""identifier"":2163355,""name"":""Hobart""}]","[{""identifier"":2077456,""name"":""Australia""}]",859262
405,"p",NA,"lin","[""anderson"",""yates"",""willits"",""jenkins"",""calverley"",""celli"",""vestbo"",""ferguson""]","[""Osteoporosis"",""Female"",""Androstadienes"",""Prevalence"",""Aged"",""Pulmonary Disease, Chronic Obstructive"",""Male"",""Disease Progression"",""Fluticasone Propionate, Salmeterol Xinafoate Drug Combination"",""Prospective Studies"",""United States"",""Albuterol"",""Bronchodilator Agents"",""Bone Density"",""Drug Combinations"",""Double-Blind Method"",""Fluticasone"",""Humans"",""Risk Factors"",""Treatment Outcome"",""Fractures, Bone"",""Salmeterol Xinafoate"",""Middle Aged"",""Bone Diseases, Metabolic""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
406,"r",NA,"jorde","[""joakimsen"",""emaus"",""sneve"",""figenschau"",""grimnes"",""almås"",""torjesen"",""furberg"",""gjesdal"",""winther"",""ahmed"",""dennison""]","[""Forearm"",""Life Style"",""Smoking"",""Aged"",""Middle Aged"",""Cross-Sectional Studies"",""Norway"",""Bone Density"",""Motor Activity"",""Risk Factors"",""Humans"",""Female"",""Osteoporosis"",""Parathyroid Hormone"",""Predictive Value of Tests"",""Male"",""Hip Joint"",""Osteoporosis, Postmenopausal"",""Thyroid Diseases"",""Longitudinal Studies"",""Menopause"",""Adult"",""Bone Remodeling"",""Thyrotropin"",""Thyroid Hormones"",""Double-Blind Method"",""Vitamin D"",""Medication Adherence"",""Lumbar Vertebrae"",""Cholecalciferol"",""Dietary Supplements"",""Aged, 80 and over"",""Dose-Response Relationship, Drug"",""Osteoporotic Fractures"",""Adolescent"",""Hip"",""Femur Neck"",""Exercise"",""Age Distribution"",""Analysis of Variance"",""Absorptiometry, Photon"",""Sex Distribution""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
