"id","first_name","middle_name","lastname","coinvestigator_lastnames","topics","cities","countries","orcid"
297,"robert","p","heaney","[]","[""Osteoporosis"",""Bone Diseases, Metabolic"",""Vitamin D"",""Teriparatide"",""Vitamins"",""Calcium, Dietary"",""Calcium Carbonate"",""Ergocalciferols"",""Vitamin K 1"",""Vitamin K""]","[{""identifier"":5074472,""name"":""Omaha""},{""identifier"":1012528,""name"":""Creighton""}]","[{""identifier"":6252001,""name"":""United States""},{""identifier"":953987,""name"":""South Africa""}]",NA
298,"p","f","heini","[]","[""Spinal Fractures"",""Fractures, Bone"",""Osteoporosis"",""Fractures, Compression""]","[{""identifier"":2661552,""name"":""Bern""}]","[{""identifier"":2658434,""name"":""Switzerland""}]",826256
299,"henk","fj","hendriks","[]","[""Vitamin K"",""Calcium, Dietary"",""Vitamins"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
300,"ailleen",NA,"lu","[]","[""Osteoporosis"",""Diphosphonates""]","[{""identifier"":5051468,""name"":""Virginia""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
301,"c","l","shin","[""cerbere"",""propara"",""l'arche""]","[""Diphosphonates"",""Spinal Cord Injuries"",""Osteoporosis"",""Wounds and Injuries"",""Bone Demineralization, Pathologic""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
302,"edouard",NA,"herriot","[""brazil"",""ballerup"",""aalborg"",""riis""]","[""Calcitonin Gene-Related Peptide"",""Calcitonin"",""Vitamin D"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
303,"dawn",NA,"hershman","[]","[""Osteoporosis"",""Breast Neoplasms"",""Diphosphonates""]","[{""identifier"":5128581,""name"":""New York City""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
304,"vestre",NA,"hf","[""omland"",""bartels""]","[""Femoral Neck Fractures"",""Fractures, Bone"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
305,"charles","f","schott","[]","[""Medroxyprogesterone"",""Estrogens, Conjugated (USP)"",""Medroxyprogesterone Acetate"",""Estrogens"",""Osteoporosis""]","[{""identifier"":4407066,""name"":""St. Louis""},{""identifier"":4826522,""name"":""Washington""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
306,"s","l","hines","[""kingman"",""healthcare"",""duluth"",""dorado"",""chanute"",""wichita"",""salina"",""ochsner"",""parsons"",""newton"",""pratt"",""winfield""]","[""Diphosphonates"",""Osteoporosis"",""Breast Neoplasms"",""Bone Diseases, Metabolic"",""Calcium Carbonate"",""Risedronate Sodium"",""Ergocalciferols"",""Vitamin D"",""Etidronic Acid"",""Vitamins"",""Calcium, Dietary""]","[{""identifier"":4160021,""name"":""Jacksonville""}]","[{""identifier"":6252001,""name"":""United States""}]",420533
307,"pamela","s","hinton","[]","[""Osteoporosis"",""Bone Diseases, Metabolic""]","[{""identifier"":4381982,""name"":""Columbia""}]","[{""identifier"":6252001,""name"":""United States""}]",907165
308,"s","c","ho","[""shu chuan""]","[""Osteoporosis"",""Pulmonary Disease, Chronic Obstructive""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
309,"i",NA,"hochberg","[]","[""Diabetes Mellitus"",""Osteoporosis"",""Osteoarthritis"",""Diabetes Mellitus, Type 2"",""Lung Diseases"",""Lung Diseases, Obstructive""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",587512
310,"robert",NA,"hodge","[]","[""Headache"",""Sleep Initiation and Maintenance Disorders"",""Fibromyalgia"",""Hyperplasia"",""Vertigo"",""Disease"",""Enuresis"",""Communicable Diseases"",""HIV Infections"",""Vaginitis"",""Gastroesophageal Reflux"",""Urinary Tract Infections"",""Back Pain"",""Coronary Disease"",""Myocardial Ischemia"",""Sleep Apnea, Obstructive"",""Lung Diseases, Obstructive"",""Coronary Artery Disease"",""Hypothyroidism"",""Irritable Bowel Syndrome"",""Shoulder Pain"",""Bursitis"",""Osteoarthritis"",""Urinary Incontinence"",""Rhinitis"",""Prostatic Hyperplasia"",""Lung Diseases"",""Infection"",""Migraine Disorders"",""Rhinitis, Allergic"",""Hyperlipidemias"",""Sinusitis"",""Diarrhea"",""Pulmonary Disease, Chronic Obstructive"",""Diabetes Mellitus"",""Osteoporosis"",""Acne Vulgaris"",""Hypertrophy""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
311,"howard",NA,"niederle","[]","[""Atherosclerosis"",""Cardiovascular Diseases"",""Osteoporosis"",""Dementia"",""Heart Diseases""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
312,"d",NA,"hoelscher","[]","[""Osteoporosis"",""Calcium, Dietary""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
313,"marie","pierre","stewart","[""freiburg"",""kliniken""]","[""Fractures, Bone"",""Fractures, Compression"",""Osteoporosis"",""Spinal Fractures"",""Back Injuries""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
314,"pa",NA,"hooksett","[""shapiro"",""wentzville""]","[""Osteoporosis"",""Calcium, Dietary"",""Vitamins"",""Cholecalciferol"",""Vitamin D"",""Ergocalciferols"",""Diphosphonates"",""Breast Neoplasms""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
315,"shirin",NA,"hooshmand","[]","[""Bone Diseases, Metabolic"",""Bone Diseases"",""Metabolic Diseases""]","[{""identifier"":4174715,""name"":""Tallahassee""},{""identifier"":5391811,""name"":""San Diego""}]","[{""identifier"":6252001,""name"":""United States""}]",279167
316,"marie","noelle","horcajada","[]","[""Bone Diseases, Metabolic"",""Osteoporosis""]","[{""identifier"":2659994,""name"":""Lausanne""},{""identifier"":4928096,""name"":""West Lafayette""}]","[{""identifier"":3017382,""name"":""France""},{""identifier"":2658434,""name"":""Switzerland""},{""identifier"":6252001,""name"":""United States""}]",180379
317,"m",NA,"chan","[]","[""Osteoporosis"",""Teriparatide"",""Hormones"",""Osteoporosis, Postmenopausal"",""Bone Diseases"",""Bone Diseases, Endocrine"",""Endocrine System Diseases"",""Hyperparathyroidism"",""Neoplasms"",""Hypercalcemia"",""Paraneoplastic Syndromes"",""Anabolic Agents""]","[{""identifier"":5206379,""name"":""Pittsburgh""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
318,"johns","hopkins","hosp","[""aldrovandi"",""hosp"",""jude""]","[""Bone Diseases, Metabolic"",""Lipodystrophy"",""HIV-Associated Lipodystrophy Syndrome"",""HIV Infections"",""Syndrome"",""Dyslipidemias"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
319,"s",NA,"hosp","[""aldrovandi"",""hosp"",""jude""]","[""Bone Diseases, Metabolic"",""Lipodystrophy"",""HIV-Associated Lipodystrophy Syndrome"",""HIV Infections"",""Syndrome"",""Dyslipidemias"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
320,"beijing","ji","xia","[""cheng""]","[""Osteoporosis"",""Fatty Liver"",""Metabolic Syndrome X""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
321,"m","f","hovell","[""hovell""]","[""Osteoporosis""]","[{""identifier"":5391811,""name"":""San Diego""}]","[{""identifier"":6252001,""name"":""United States""}]",768373
322,"f",NA,"hovell","[""hovell""]","[""Osteoporosis""]","[{""identifier"":5391811,""name"":""San Diego""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
323,"w",NA,"hsu","[]","[""Bone Diseases, Metabolic"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
324,"w","l","hsu","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
325,"wei","li","hsu","[]","[""Low Back Pain"",""Back Pain"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
326,"weili",NA,"hsu","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
327,"k","c","xu","[]","[""Osteoporosis"",""Diabetes Mellitus"",""Diabetes Mellitus, Type 2""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
328,"jeannie","s","huang","[]","[""Diphosphonates"",""Osteoporosis"",""HIV Infections"",""Bone Diseases, Metabolic""]","[{""identifier"":5391811,""name"":""San Diego""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
329,"c",NA,"hudson","[]","[""Osteoporosis, Postmenopausal"",""Fractures, Compression"",""Osteoporosis"",""Diphosphonates"",""Alendronate""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
330,"sarah",NA,"hull","[]","[""Osteoporosis"",""Vitamin D"",""Vitamins"",""Ergocalciferols"",""Calcifediol"",""Cholecalciferol""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
331,"r",NA,"chang","[""saarto""]","[""Recurrence"",""Breast Neoplasms"",""Osteoporotic Fractures"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",643742
332,"arti",NA,"hurria","[]","[""Osteoporosis"",""Prostatic Neoplasms"",""Bone Diseases, Metabolic""]","[{""identifier"":4140963,""name"":""Washington, D.C.""},{""identifier"":4460162,""name"":""Chapel Hill""},{""identifier"":5206379,""name"":""Pittsburgh""},{""identifier"":6167865,""name"":""Toronto""},{""identifier"":5368361,""name"":""Los Angeles""},{""identifier"":4984247,""name"":""Ann Arbor""},{""identifier"":4180439,""name"":""Atlanta""},{""identifier"":4641239,""name"":""Memphis""},{""identifier"":4164138,""name"":""Miami""},{""identifier"":4560349,""name"":""Philadelphia""},{""identifier"":5344147,""name"":""Duarte""}]","[{""identifier"":6252001,""name"":""United States""},{""identifier"":6251999,""name"":""Canada""}]",614093
333,"liu",NA,"hwa chang","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
334,"z",NA,"idir","[""bousson""]","[""Osteoporosis"",""Femoral Fractures"",""Fractures, Bone"",""Hip Fractures""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
335,"norio",NA,"iinuma","[]","[""Vitamins"",""Vitamin K 2"",""Osteoporosis"",""Vitamin K""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",224567
336,"erik","a","imel","[]","[""Denosumab"",""Glucocorticoids"",""Arthritis, Rheumatoid"",""Arthritis, Juvenile"",""Vasculitis"",""Dermatomyositis"",""Osteoporosis"",""Arthritis"",""Lupus Erythematosus, Systemic""]","[{""identifier"":4259418,""name"":""Indianapolis""},{""identifier"":5194868,""name"":""Indiana""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
337,"pole",NA,"wang","[""schott""]","[""Fractures, Bone"",""Osteoporosis"",""Osteoporotic Fractures""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
338,"medizinische","uni","innsbruck","[""winterthur"",""triemli"",""friederikenstift"",""der isar der tu munchen"",""kralinger""]","[""Shoulder Fractures"",""Humeral Fractures"",""Fractures, Bone""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
339,"karl","l","insogna","[]","[""Osteoporosis"",""Esomeprazole"",""Calcium, Dietary"",""Bone Resorption""]","[{""identifier"":4839366,""name"":""New Haven""},{""identifier"":5015627,""name"":""Yale""}]","[{""identifier"":6252001,""name"":""United States""}]",58509
340,"karolinska",NA,"institutet","[""stahle""]","[""Parkinson Disease"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
341,"t",NA,"ishii","[""di""]","[""Osteoporosis, Postmenopausal"",""Osteoporosis"",""Hydroxycholecalciferols""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
342,"n",NA,"li","[]","[""Alendronate"",""Hydroxycholecalciferols""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
343,"susan",NA,"yang","[]","[""Osteoporosis""]","[{""identifier"":6167865,""name"":""Toronto""},{""identifier"":6077243,""name"":""Montréal""},{""identifier"":3573197,""name"":""Hamilton""},{""identifier"":5508030,""name"":""McGill""},{""identifier"":6141256,""name"":""Saskatoon""},{""identifier"":2643743,""name"":""London""},{""identifier"":4880889,""name"":""Waterloo""}]","[{""identifier"":6251999,""name"":""Canada""},{""identifier"":3573345,""name"":""Bermuda""},{""identifier"":6252001,""name"":""United States""},{""identifier"":2635167,""name"":""United Kingdom""}]",37890
344,"sophie","a","schott","[]","[""Nitroglycerin"",""Osteoporosis""]","[{""identifier"":6167865,""name"":""Toronto""}]","[{""identifier"":6251999,""name"":""Canada""}]",NA
345,"margaret","s","jamner","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
346,"timo",NA,"jamsa","[]","[""Osteoporosis""]","[{""identifier"":643492,""name"":""Oulu""}]","[{""identifier"":660013,""name"":""Finland""}]",34160
347,"catherine",NA,"jankowski","[]","[""Sarcopenia"",""Acetaminophen"",""Osteoporosis""]","[{""identifier"":5419384,""name"":""Denver""}]","[{""identifier"":6252001,""name"":""United States""}]",NA
348,"a",NA,"hsu","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
349,"martin","b","cheung","[]","[""Osteoporosis""]","[{""identifier"":2624652,""name"":""Århus""},{""identifier"":2624886,""name"":""Aalborg""}]","[{""identifier"":2623032,""name"":""Denmark""}]",NA
350,"b",NA,"jeppesen","[]","[""Osteoporosis"",""Dyslipidemias"",""Calcium, Dietary"",""Bone Diseases, Metabolic"",""Ergocalciferols"",""Vitamins"",""Vitamin D""]","[{""identifier"":2624652,""name"":""Århus""}]","[{""identifier"":2623032,""name"":""Denmark""}]",NA
351,"m",NA,"jeras","[""borstnar""]","[""Fractures, Bone"",""Aromatase Inhibitors"",""Breast Neoplasms"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
352,"yebin",NA,"jiang","[]","[""Osteoporosis"",""Calcinosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":6252001,""name"":""United States""}]",NA
353,"yebin",NA,"jiang","[]","[""Vascular Calcification"",""Atherosclerosis"",""Calcinosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":6252001,""name"":""United States""}]",NA
354,"j",NA,"smith","[]","[""Fractures, Bone"",""Osteoporotic Fractures""]","[{""identifier"":2761369,""name"":""Vienna""}]","[{""identifier"":2782113,""name"":""Austria""}]",1242232
355,"graeme",NA,"jones","[]","[""Osteoporosis""]","[{""identifier"":2163355,""name"":""Hobart""}]","[{""identifier"":2077456,""name"":""Australia""}]",859262
356,"rolf",NA,"jorde","[]","[""Osteoporosis"",""Vitamins"",""Vitamin D"",""Ergocalciferols"",""Bone Diseases, Metabolic"",""Cholecalciferol""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
357,"b",NA,"joshua","[]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",570545
358,"st.",NA,"wu","[""aldrovandi"",""hosp""]","[""Bone Diseases, Metabolic"",""Lipodystrophy"",""HIV-Associated Lipodystrophy Syndrome"",""HIV Infections"",""Syndrome"",""Dyslipidemias"",""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
359,"sainte",NA,"wu","[""ward""]","[""Nephrotic Syndrome"",""Osteoporosis"",""Nephrosis"",""Precursor Cell Lymphoblastic Leukemia-Lymphoma"",""Rheumatic Diseases"",""Leukemia, Lymphoid""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
360,"terveystalo",NA,"jyvaskyla","[""marski"",""kamppi"",""kroger"",""kouvola"",""lahti""]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
361,"g","r","xu","[]","[""Calcium Carbonate"",""Diphosphonates"",""Cholecalciferol"",""Vitamins"",""Ergocalciferols"",""Vitamin D"",""Bone Diseases, Metabolic"",""Calcium, Dietary"",""Osteoporosis""]","[{""identifier"":2306774,""name"":""Palé""}]","[{""identifier"":2309096,""name"":""Equatorial Guinea""}]",NA
362,"david","f","kallmes","[]","[""Fractures, Bone"",""Spinal Fractures"",""Osteoporosis"",""Polymethyl Methacrylate""]","[{""identifier"":4752031,""name"":""Charlottesville""},{""identifier"":5043473,""name"":""Rochester""}]","[{""identifier"":6252001,""name"":""United States""}]",516058
363,"hideto",NA,"kameda","[]","[""Glucocorticoids"",""Fractures, Bone"",""Osteonecrosis"",""Rheumatic Diseases"",""Spinal Fractures"",""Collagen Diseases""]","[{""identifier"":6940394,""name"":""Saitama""}]","[{""identifier"":1861060,""name"":""Japan""}]",NA
364,"margitta","t","kampman","[]","[""Multiple Sclerosis"",""Osteoporosis"",""Calcium Carbonate"",""Vitamin D"",""Calcium, Dietary"",""Sclerosis"",""Cholecalciferol""]","[{""identifier"":3133895,""name"":""Tromsø""}]","[{""identifier"":3144096,""name"":""Norway""}]",NA
365,"t",NA,"kamppi","[""marski"",""jyvaskyla"",""kroger"",""kouvola"",""lahti""]","[""Osteoporosis""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
366,"moo","il","liu","[]","[""Vitamins"",""Osteoporosis"",""Cholecalciferol"",""Vitamin D""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
367,"tze","wah","kao","[]","[""Calcinosis"",""Osteoporosis"",""Alendronate"",""Kidney Failure, Chronic""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
368,"ilhan",NA,"karacan","[]","[""Osteoporosis""]","[{""identifier"":745044,""name"":""Istanbul""}]","[{""identifier"":298795,""name"":""Turkey""}]",140956
369,"palina",NA,"liu","[]","[""Osteoporosis""]","[{""identifier"":264371,""name"":""Athens""}]","[{""identifier"":390903,""name"":""Greece""}]",688554
370,"barbara",NA,"karmanos","[""pratt"",""murphy"",""kimmel"",""lawton"",""st. louis cape girardeau""]","[""Cholecalciferol"",""Buserelin"",""Calcium Carbonate"",""Triptorelin Pamoate"",""Osteoporosis"",""Prostatic Neoplasms"",""Leuprolide"",""Calcium, Dietary"",""Goserelin""]","[{""identifier"":null,""name"":null}]","[{""identifier"":null,""name"":null}]",NA
371,"m","j","kasper","[]","[""Osteoporosis""]","[{""identifier"":4228147,""name"":""Valdosta""}]","[{""identifier"":6252001,""name"":""United States""}]",67386
